import time: self [us] | cumulative | imported package
import time:     28144 |      29589 |                                     sniffio
import time:     41461 |      71634 |                                   anyio._core._eventloop
import time:      1355 |       1355 |                                         anyio.abc._eventloop
import time:      1481 |       1481 |                                         anyio.abc._resources
import time:       686 |        686 |                                           anyio._core._typedattr
import time:      1732 |       1732 |                                             anyio.abc._tasks
import time:     38497 |      40229 |                                           anyio.abc._streams
import time:     68695 |     109609 |                                         anyio.abc._sockets
import time:      2319 |       2319 |                                         anyio.abc._subprocesses
import time:       672 |        672 |                                         anyio.abc._testing
import time:     11126 |      11126 |                                           anyio.lowlevel
import time:       718 |        718 |                                           anyio._core._tasks
import time:       670 |        670 |                                           anyio._core._testing
import time:     28369 |      40882 |                                         anyio._core._synchronization
import time:      2520 |       2520 |                                         anyio.from_thread
import time:    200700 |     359536 |                                       anyio.abc
import time:       818 |     360354 |                                     anyio.to_thread
import time:     47731 |     408085 |                                   anyio._core._fileio
import time:      2128 |       2128 |                                   anyio._core._resources
import time:      1222 |       1222 |                                   anyio._core._signals
import time:       721 |        721 |                                       anyio.streams
import time:      1601 |       2321 |                                     anyio.streams.stapled
import time:      1979 |       1979 |                                     anyio.streams.tls
import time:     22156 |      26455 |                                   anyio._core._sockets
import time:      2639 |       2639 |                                     anyio.streams.memory
import time:     18131 |      20769 |                                   anyio._core._streams
import time:      1415 |       1415 |                                   anyio._core._subprocesses
import time:      2127 |       2127 |                                   anyio._core._tempfile
import time:    268127 |     803447 |                                 anyio
import time:       993 |     804915 |                               httpcore._synchronization
import time:       760 |        760 |                               httpcore._trace
import time:       475 |        475 |                                       h11._abnf
import time:      1091 |       1091 |                                         h11._util
import time:     33482 |      34572 |                                       h11._headers
import time:    112751 |     147797 |                                     h11._events
import time:       927 |        927 |                                       h11._receivebuffer
import time:      1098 |       1098 |                                       h11._state
import time:     44806 |      46831 |                                     h11._readers
import time:      1025 |       1025 |                                     h11._writers
import time:     54353 |     250005 |                                   h11._connection
import time:      1825 |       1825 |                                   h11._version
import time:    176510 |     428339 |                                 h11
import time:      1466 |       1466 |                                 httpcore._sync.interfaces
import time:     27036 |     456840 |                               httpcore._sync.http11
import time:     63368 |    1348102 |                             httpcore._sync.connection
import time:      1090 |       1090 |                             httpcore._sync.connection_pool
import time:      1765 |       1765 |                             httpcore._sync.http_proxy
import time:       898 |        898 |                                 h2
import time:        59 |        957 |                               h2.config
import time:      1816 |       2772 |                             httpcore._sync.http2
import time:      1293 |       1293 |                               socksio
import time:      1131 |       2424 |                             httpcore._sync.socks_proxy
import time:    122235 |    1478386 |                           httpcore._sync
import time:        35 |    1478421 |                         httpcore._sync.connection_pool
import time:      7698 |    1487134 |                       httpcore._api
import time:       528 |        528 |                           httpcore._backends.auto
import time:       597 |        597 |                             httpcore._async.interfaces
import time:     10069 |      10666 |                           httpcore._async.http11
import time:     20700 |      31894 |                         httpcore._async.connection
import time:      1415 |       1415 |                         httpcore._async.connection_pool
import time:      1237 |       1237 |                         httpcore._async.http_proxy
import time:       423 |        423 |                             h2
import time:        35 |        457 |                           h2.config
import time:       839 |       1296 |                         httpcore._async.http2
import time:       371 |        371 |                           socksio
import time:       538 |        908 |                         httpcore._async.socks_proxy
import time:     46336 |      83083 |                       httpcore._async
import time:      1148 |       1148 |                       httpcore._backends.mock
import time:      1418 |       1418 |                       httpcore._backends.anyio
import time:       531 |        531 |                         trio
import time:       998 |       1528 |                       httpcore._backends.trio
import time:    213787 |    1788096 |                     httpcore
import time:     18086 |      18086 |                       tqdm.contrib
import time:       856 |      18942 |                     tqdm.contrib.concurrent
import time:      3393 |       3393 |                     huggingface_hub._buckets
import time:      1167 |       1167 |                       huggingface_hub.lfs
import time:     39095 |      40261 |                     huggingface_hub._commit_api
import time:      1792 |       1792 |                     huggingface_hub._dataset_viewer
import time:      1173 |       1173 |                     huggingface_hub._eval_results
import time:      1543 |       1543 |                     huggingface_hub._inference_endpoints
import time:      2078 |       2078 |                       huggingface_hub._space_api
import time:     26805 |      28882 |                     huggingface_hub._jobs_api
import time:      1512 |       1512 |                     huggingface_hub._upload_large_folder
import time:      2767 |       2767 |                     huggingface_hub.community
import time:      1928 |       1928 |                     huggingface_hub.repocard_data
import time:       901 |        901 |                     huggingface_hub.utils._deprecation
import time:      1467 |       1467 |                     huggingface_hub.utils._verification
import time:       683 |        683 |                     huggingface_hub.utils.endpoint_helpers
import time:    306602 |    2208123 |                   transformers.utils.hub
import time:      1072 |       1072 |                   transformers.utils.kernel_config
import time:      1150 |       1150 |                   transformers.utils.peft_utils
import time:     62807 |    9794521 |                 transformers.utils
import time:      1070 |    9795590 |               transformers.utils.versions
import time:     25381 |    9821598 |             transformers.dependency_versions_check
import time:      1106 |       1106 |             transformers.utils.dummy_mistral_common_objects
import time:  19285308 |   29108011 |           transformers
import time:      1866 |   29111052 |         ctranslate2.converters.transformers
import time:      3227 |   29154333 |       ctranslate2.converters
import time:       682 |        682 |       ctranslate2.models
import time:       457 |        457 |       ctranslate2.version
import time:     66456 |   29237479 |     ctranslate2
import time:     24340 |      24340 |       tokenizers.tokenizers
import time:       590 |        590 |           tokenizers.decoders
import time:       666 |        666 |           tokenizers.models
import time:       792 |        792 |           tokenizers.normalizers
import time:       685 |        685 |           tokenizers.pre_tokenizers
import time:       707 |        707 |           tokenizers.processors
import time:     53665 |      57102 |         tokenizers.implementations.base_tokenizer
import time:      1382 |       1382 |         tokenizers.implementations.bert_wordpiece
import time:       850 |        850 |         tokenizers.implementations.byte_level_bpe
import time:       700 |        700 |         tokenizers.implementations.char_level_bpe
import time:       776 |        776 |         tokenizers.implementations.sentencepiece_bpe
import time:       933 |        933 |         tokenizers.implementations.sentencepiece_unigram
import time:     63441 |     125181 |       tokenizers.implementations
import time:      8188 |     157708 |     tokenizers
import time:       923 |        923 |     faster_whisper.feature_extractor
import time:      1113 |       1113 |     faster_whisper.tokenizer
import time:       959 |        959 |     faster_whisper.utils
import time:      1185 |       1185 |     faster_whisper.vad
import time:     41272 |   29440636 |   faster_whisper.transcribe
import time:       918 |        918 |   faster_whisper.version
import time:     25861 |   30921291 | faster_whisper
import time:     42073 |      42073 |       multiprocessing.pool
import time:      1856 |       1856 |           urllib3.exceptions
import time:       608 |        608 |                   urllib3.util.timeout
import time:      1560 |       2167 |                 urllib3.util.connection
import time:       478 |        478 |                   urllib3.util.util
import time:       434 |        434 |                   brotlicffi
import time:       363 |        363 |                   brotli
import time:       366 |        366 |                   backports
import time:      1086 |       2726 |                 urllib3.util.request
import time:       506 |        506 |                 urllib3.util.response
import time:       890 |        890 |                 urllib3.util.retry
import time:       702 |        702 |                   hmac
import time:      5680 |       5680 |                   urllib3.util.url
import time:       737 |        737 |                   urllib3.util.ssltransport
import time:      1806 |       8924 |                 urllib3.util.ssl_
import time:       512 |        512 |                 urllib3.util.wait
import time:      2199 |      17921 |               urllib3.util
import time:        28 |      17948 |             urllib3.util.connection
import time:       914 |      18862 |           urllib3._base_connection
import time:       878 |        878 |           urllib3._collections
import time:       428 |        428 |           urllib3._version
import time:       559 |        559 |                 urllib3.fields
import time:       767 |       1325 |               urllib3.filepost
import time:       536 |        536 |                 brotlicffi
import time:       369 |        369 |                 brotli
import time:       545 |        545 |                   urllib3.http2
import time:       583 |        583 |                   urllib3.http2.probe
import time:       469 |        469 |                   urllib3.util.ssl_match_hostname
import time:      1688 |       3283 |                 urllib3.connection
import time:       421 |        421 |                 backports
import time:      1438 |       6045 |               urllib3.response
import time:      1203 |       8573 |             urllib3._request_methods
import time:       474 |        474 |             urllib3.util.proxy
import time:      1216 |      10262 |           urllib3.connectionpool
import time:      1201 |       1201 |           urllib3.poolmanager
import time:      2729 |      36214 |         urllib3
import time:       750 |        750 |                 81d243bd2c585b0f4821__mypyc
import time:      3395 |       3395 |                 charset_normalizer.constant
import time:       210 |        210 |                     _multibytecodec
import time:      1778 |       1987 |                   charset_normalizer.utils
import time:       778 |       2764 |                 charset_normalizer.md
import time:       989 |        989 |                 charset_normalizer.models
import time:       875 |       8771 |               charset_normalizer.cd
import time:        44 |         44 |               _codecs_tw
import time:        42 |         42 |               _codecs_hk
import time:        48 |         48 |               _codecs_jp
import time:        40 |         40 |               _codecs_kr
import time:        42 |         42 |               _codecs_cn
import time:        45 |         45 |               _codecs_iso2022
import time:     52035 |      61064 |             charset_normalizer.api
import time:       472 |        472 |             charset_normalizer.legacy
import time:       395 |        395 |             charset_normalizer.version
import time:       421 |        421 |             simplejson
import time:      1173 |       1173 |             http.cookies
import time:      2912 |      66435 |           requests.compat
import time:      1103 |      67538 |         requests.exceptions
import time:       412 |        412 |         chardet
import time:      1314 |       1314 |         requests.packages
import time:       427 |        427 |           requests.certs
import time:       681 |        681 |           requests.__version__
import time:       613 |        613 |           requests._internal_utils
import time:       793 |        793 |           requests.cookies
import time:       514 |        514 |           requests.structures
import time:      2498 |       5525 |         requests.utils
import time:       857 |        857 |               requests.auth
import time:       635 |        635 |                   stringprep
import time:       882 |       1516 |                 encodings.idna
import time:       385 |        385 |                 requests.hooks
import time:       659 |        659 |                 requests.status_codes
import time:      1349 |       3908 |               requests.models
import time:       455 |        455 |                 urllib3.contrib
import time:       410 |        410 |                 socks
import time:       586 |       1450 |               urllib3.contrib.socks
import time:      1187 |       7400 |             requests.adapters
import time:       902 |       8301 |           requests.sessions
import time:       809 |       9110 |         requests.api
import time:      2062 |     122172 |       requests
import time:     80327 |     244572 |     openwakeword.utils
import time:       949 |        949 |     wave
import time:     32156 |     277675 |   openwakeword.model
import time:     12771 |      12771 |   openwakeword.vad
import time:      1064 |       1064 |       scipy.__config__
import time:       604 |        604 |       scipy.version
import time:       111 |        111 |         scipy._distributor_init_local
import time:       900 |       1010 |       scipy._distributor_init
import time:       467 |        467 |           cython
import time:     10437 |      10904 |         scipy._lib._testutils
import time:     10532 |      21436 |       scipy._lib
import time:      1672 |       1672 |       scipy._lib._pep440
import time:       562 |        562 |           scipy._cyutility
import time:       641 |       1202 |         scipy._lib._ccallback_c
import time:       651 |       1853 |       scipy._lib._ccallback
import time:     38015 |      65651 |     scipy
import time:       870 |        870 |         sklearn._config
import time:     31610 |      31610 |           sklearn.__check_build._check_build
import time:       862 |      32472 |         sklearn.__check_build
import time:     47059 |      47059 |         sklearn._distributor_init
import time:       924 |        924 |           sklearn.exceptions
import time:       589 |        589 |                   sklearn.utils._bunch
import time:     14944 |      15533 |                 sklearn.utils._metadata_requests
import time:     15370 |      30902 |               sklearn.utils.metadata_routing
import time:      1384 |       1384 |                               numpy._typing._add_docstring
import time:      9862 |      11246 |                             numpy.typing
import time:      1296 |       1296 |                                   scipy._lib.array_api_compat.common._typing
import time:     10822 |      12117 |                                 scipy._lib.array_api_compat.common._helpers
import time:     11127 |      23243 |                               scipy._lib.array_api_compat.common
import time:      7295 |      30537 |                             scipy._lib.array_api_compat
import time:       671 |        671 |                               scipy._lib.array_api_compat._internal
import time:       930 |        930 |                                     numpy._core.strings
import time:     12136 |      13065 |                                   numpy.strings
import time:     10904 |      23969 |                                 numpy._core.defchararray
import time:     38894 |      62862 |                               numpy.char
import time:      1282 |       1282 |                               numpy.rec
import time:       604 |        604 |                                     fileinput
import time:       991 |        991 |                                     numpy.f2py.__version__
import time:       710 |        710 |                                       numpy.f2py.cfuncs
import time:     24361 |      25071 |                                     numpy.f2py.auxfuncs
import time:      3331 |       3331 |                                     numpy.f2py.symbolic
import time:     79357 |     109352 |                                   numpy.f2py.crackfortran
import time:      1834 |       1834 |                                       numpy.f2py.cb_rules
import time:       758 |        758 |                                       numpy.f2py._isocbind
import time:     64816 |      67407 |                                     numpy.f2py.capi_maps
import time:      1435 |       1435 |                                       numpy.f2py.func2subr
import time:      1283 |       2717 |                                     numpy.f2py.common_rules
import time:      1891 |       1891 |                                     numpy.f2py.use_rules
import time:      1786 |       1786 |                                     numpy.f2py.f90mod_rules
import time:      5607 |      79406 |                                   numpy.f2py.rules
import time:       820 |        820 |                                   numpy.f2py._backends
import time:     10854 |     200431 |                                 numpy.f2py.f2py2e
import time:       973 |        973 |                                 numpy.f2py.diagnose
import time:       963 |     202366 |                               numpy.f2py
import time:      1112 |       1112 |                                 numpy.testing._private
import time:     36710 |      36710 |                                 numpy.testing._private.utils
import time:       927 |        927 |                                 numpy.testing._private.extbuild
import time:       944 |        944 |                                 numpy.testing.overrides
import time:     41874 |      81566 |                               numpy.testing
import time:       807 |        807 |                               numpy.ctypeslib
import time:       564 |        564 |                                   numpy.polynomial.polyutils
import time:      1040 |       1040 |                                   numpy.polynomial._polybase
import time:     15199 |      16802 |                                 numpy.polynomial.polynomial
import time:      2505 |       2505 |                                 numpy.polynomial.chebyshev
import time:      1186 |       1186 |                                 numpy.polynomial.legendre
import time:      1171 |       1171 |                                 numpy.polynomial.hermite
import time:      1180 |       1180 |                                 numpy.polynomial.hermite_e
import time:      1059 |       1059 |                                 numpy.polynomial.laguerre
import time:    168485 |     192385 |                               numpy.polynomial
import time:       431 |        431 |                                   numpy.fft._pocketfft_umath
import time:     17069 |      17499 |                                 numpy.fft._pocketfft
import time:       972 |        972 |                                 numpy.fft._helper
import time:       672 |        672 |                                 numpy.fft.helper
import time:     27310 |      46452 |                               numpy.fft
import time:       467 |        467 |                                       backports_abc
import time:       746 |       1213 |                                     numpy.random._common
import time:       692 |        692 |                                     secrets
import time:       824 |       2728 |                                   numpy.random.bit_generator
import time:       529 |        529 |                                     numpy.random._bounded_integers
import time:       580 |        580 |                                     numpy.random._mt19937
import time:       964 |       2072 |                                   numpy.random.mtrand
import time:       404 |        404 |                                   numpy.random._philox
import time:       643 |        643 |                                   numpy.random._pcg64
import time:       383 |        383 |                                   numpy.random._sfc64
import time:       887 |        887 |                                   numpy.random._generator
import time:      1015 |       8129 |                                 numpy.random._pickle
import time:     12278 |      20407 |                               numpy.random
import time:       742 |        742 |                                 numpy.core._utils
import time:      1422 |       2163 |                               numpy.core
import time:      3809 |       3809 |                                 numpy.ma.core
import time:      4044 |       4044 |                                 numpy.ma.extras
import time:     61907 |      69759 |                               numpy.ma
import time:      1320 |       1320 |                                 scipy._lib.array_api_compat.common._aliases
import time:       711 |        711 |                                 scipy._lib.array_api_compat.numpy._typing
import time:     10513 |      12543 |                               scipy._lib.array_api_compat.numpy._aliases
import time:      1904 |       1904 |                               scipy._lib.array_api_compat.numpy._info
import time:     20143 |      20143 |                                 scipy._lib.array_api_compat.common._linalg
import time:      1554 |      21697 |                               scipy._lib.array_api_compat.numpy.linalg
import time:       668 |        668 |                                 scipy._lib.array_api_compat.common._fft
import time:       900 |       1567 |                               scipy._lib.array_api_compat.numpy.fft
import time:     68250 |     786674 |                             scipy._lib.array_api_compat.numpy
import time:       725 |        725 |                                   scipy._lib.array_api_extra._lib
import time:       779 |        779 |                                       scipy._lib.array_api_extra._lib._utils
import time:       571 |        571 |                                             scipy._lib._sparse
import time:      7106 |       7677 |                                           scipy._lib._array_api_override
import time:     13968 |      21644 |                                         scipy._lib._array_api_compat_vendor
import time:     16553 |      38197 |                                       scipy._lib.array_api_extra._lib._utils._compat
import time:      1965 |       1965 |                                         scipy._lib.array_api_extra._lib._utils._typing
import time:     16017 |      17981 |                                       scipy._lib.array_api_extra._lib._utils._helpers
import time:     66188 |     123144 |                                     scipy._lib.array_api_extra._lib._at
import time:     18067 |     141211 |                                   scipy._lib.array_api_extra._lib._funcs
import time:      8917 |     150852 |                                 scipy._lib.array_api_extra._delegation
import time:      1573 |       1573 |                                 scipy._lib.array_api_extra._lib._lazy
import time:     57853 |     210278 |                               scipy._lib.array_api_extra
import time:      1185 |     211463 |                             scipy._lib.array_api_extra.testing
import time:     22207 |      22207 |                               pydoc
import time:     21653 |      43860 |                             scipy._lib._docscrape
import time:     67618 |    1151396 |                           scipy._lib._array_api
import time:     51915 |    1203311 |                         scipy._lib._util
import time:     23035 |    1226345 |                       scipy.sparse._sputils
import time:      1616 |       1616 |                       scipy.sparse._matrix
import time:     24230 |    1252189 |                     scipy.sparse._base
import time:       502 |        502 |                       scipy.sparse._sparsetools
import time:       686 |        686 |                         scipy.sparse._data
import time:       856 |        856 |                         scipy.sparse._index
import time:     31119 |      32660 |                       scipy.sparse._compressed
import time:     28642 |      61803 |                     scipy.sparse._csr
import time:      1016 |       1016 |                     scipy.sparse._csc
import time:      1024 |       1024 |                       scipy.sparse._csparsetools
import time:      1000 |       2023 |                     scipy.sparse._lil
import time:      1094 |       1094 |                     scipy.sparse._dok
import time:      1841 |       1841 |                     scipy.sparse._coo
import time:      1872 |       1872 |                     scipy.sparse._dia
import time:       943 |        943 |                     scipy.sparse._bsr
import time:       849 |        849 |                       scipy._lib.deprecation
import time:     15672 |      16521 |                     scipy.sparse._construct
import time:       843 |        843 |                     scipy.sparse._extract
import time:       571 |        571 |                     scipy.sparse._matrix_io
import time:       587 |        587 |                     scipy.sparse.base
import time:       475 |        475 |                     scipy.sparse.bsr
import time:       469 |        469 |                     scipy.sparse.compressed
import time:       441 |        441 |                     scipy.sparse.construct
import time:       421 |        421 |                     scipy.sparse.coo
import time:       488 |        488 |                     scipy.sparse.csc
import time:       449 |        449 |                     scipy.sparse.csr
import time:       439 |        439 |                     scipy.sparse.data
import time:       440 |        440 |                     scipy.sparse.dia
import time:       454 |        454 |                     scipy.sparse.dok
import time:       442 |        442 |                     scipy.sparse.extract
import time:       427 |        427 |                     scipy.sparse.lil
import time:       449 |        449 |                     scipy.sparse.sparsetools
import time:       388 |        388 |                     scipy.sparse.sputils
import time:    139324 |    1486398 |                   scipy.sparse
import time:     10253 |      10253 |                         joblib._multiprocessing_helpers
import time:       727 |        727 |                           joblib.externals
import time:     15528 |      15528 |                           joblib.externals.loky._base
import time:      1524 |       1524 |                               multiprocessing.synchronize
import time:     59592 |      59592 |                                   multiprocessing.queues
import time:     15208 |      74800 |                                 concurrent.futures.process
import time:     14966 |      14966 |                                 joblib.externals.loky.backend.process
import time:     24333 |     114098 |                               joblib.externals.loky.backend.context
import time:     15292 |     130913 |                             joblib.externals.loky.backend
import time:        89 |     131002 |                           joblib.externals.loky.backend.context
import time:     21029 |      21029 |                             joblib.externals.loky.backend._win_reduction
import time:     10760 |      10760 |                               joblib.externals.cloudpickle.cloudpickle
import time:     43834 |      54594 |                             joblib.externals.cloudpickle
import time:     11603 |      87225 |                           joblib.externals.loky.backend.reduction
import time:        51 |         51 |                               faulthandler
import time:       619 |        619 |                               joblib.externals.loky.backend.queues
import time:       485 |        485 |                                   pwd
import time:      1096 |       1096 |                                   psutil._common
import time:      2533 |       2533 |                                   psutil._ntuples
import time:      1991 |       1991 |                                     psutil._psutil_windows
import time:      1513 |       3503 |                                   psutil._pswindows
import time:      3678 |      11293 |                                 psutil
import time:       739 |      12032 |                               joblib.externals.loky.backend.utils
import time:       953 |        953 |                               joblib.externals.loky.initializers
import time:     51449 |      65102 |                             joblib.externals.loky.process_executor
import time:     75842 |     140943 |                           joblib.externals.loky.reusable_executor
import time:      2772 |       2772 |                           joblib.externals.loky.cloudpickle_wrapper
import time:     64255 |     442449 |                         joblib.externals.loky
import time:     17356 |     470057 |                       joblib._cloudpickle_wrapper
import time:      1412 |       1412 |                         joblib._utils
import time:       834 |        834 |                             joblib.backports
import time:      1443 |       1443 |                             joblib.disk
import time:        92 |         92 |                                   runpy
import time:     11911 |      12003 |                                 multiprocessing.spawn
import time:       754 |      12756 |                               multiprocessing.resource_tracker
import time:       999 |        999 |                               joblib.externals.loky.backend.spawn
import time:     10668 |      24423 |                             joblib.externals.loky.backend.resource_tracker
import time:       585 |        585 |                                 lz4
import time:     29132 |      29717 |                               joblib.compressor
import time:       532 |        532 |                                 joblib.numpy_pickle_utils
import time:     12942 |      13473 |                               joblib.numpy_pickle_compat
import time:     23355 |      66544 |                             joblib.numpy_pickle
import time:     36154 |     129395 |                           joblib._memmapping_reducer
import time:     13073 |     142468 |                         joblib.executor
import time:       842 |        842 |                         joblib.pool
import time:     34784 |     179504 |                       joblib._parallel_backends
import time:       795 |        795 |                         joblib.logger
import time:     21092 |      21886 |                       joblib._store_backends
import time:       821 |        821 |                       joblib.hashing
import time:       727 |        727 |                         joblib.func_inspect
import time:     16010 |      16736 |                       joblib.memory
import time:      1132 |       1132 |                       joblib.parallel
import time:     72442 |     762576 |                     joblib
import time:       714 |        714 |                         scipy.special._sf_error
import time:      3351 |       3351 |                           scipy.special._ufuncs_cxx
import time:       643 |        643 |                           scipy.special._ellip_harm_2
import time:      1008 |       1008 |                           scipy.special._special_ufuncs
import time:       565 |        565 |                           scipy.special._gufuncs
import time:      3262 |       8828 |                         scipy.special._ufuncs
import time:       572 |        572 |                           scipy.special._input_validation
import time:       755 |        755 |                           scipy.special._specfun
import time:       441 |        441 |                           scipy.special._comb
import time:      9521 |      11287 |                         scipy.special._basic
import time:       462 |        462 |                           scipy.special._spfun_stats
import time:     22367 |      22829 |                         scipy.special._support_alternative_backends
import time:      1638 |       1638 |                         scipy.special._logsumexp
import time:      1479 |       1479 |                         scipy.special._multiufuncs
import time:      1207 |       1207 |                         scipy.special._orthogonal
import time:       728 |        728 |                         scipy.special._ellip_harm
import time:       606 |        606 |                         scipy.special._lambertw
import time:       649 |        649 |                         scipy.special._spherical_bessel
import time:       690 |        690 |                         scipy.special.add_newdocs
import time:       527 |        527 |                         scipy.special.basic
import time:       542 |        542 |                         scipy.special.orthogonal
import time:       463 |        463 |                         scipy.special.specfun
import time:       453 |        453 |                         scipy.special.sf_error
import time:       603 |        603 |                         scipy.special.spfun_stats
import time:    142173 |     195412 |                       scipy.special
import time:       581 |        581 |                       sklearn.externals
import time:       992 |        992 |                             sklearn.externals.array_api_compat.common._typing
import time:      6737 |       7729 |                           sklearn.externals.array_api_compat.common._helpers
import time:      7947 |      15675 |                         sklearn.externals.array_api_compat.common
import time:      1988 |      17662 |                       sklearn.externals.array_api_compat
import time:       557 |        557 |                           sklearn.externals.array_api_extra._lib
import time:       506 |        506 |                               sklearn.externals.array_api_extra._lib._utils
import time:      6369 |       6369 |                                 sklearn.externals._array_api_compat_vendor
import time:      5305 |      11673 |                               sklearn.externals.array_api_extra._lib._utils._compat
import time:       482 |        482 |                                 sklearn.externals.array_api_extra._lib._utils._typing
import time:      1365 |       1847 |                               sklearn.externals.array_api_extra._lib._utils._helpers
import time:      9084 |      23108 |                             sklearn.externals.array_api_extra._lib._at
import time:      8141 |      31249 |                           sklearn.externals.array_api_extra._lib._funcs
import time:      1641 |      33446 |                         sklearn.externals.array_api_extra._delegation
import time:      1058 |       1058 |                         sklearn.externals.array_api_extra._lib._lazy
import time:     47454 |      81957 |                       sklearn.externals.array_api_extra
import time:       745 |        745 |                           sklearn.externals.array_api_compat._internal
import time:      2073 |       2073 |                           sklearn.externals.array_api_compat.common._aliases
import time:       926 |        926 |                             sklearn.externals.array_api_compat.numpy._typing
import time:     12851 |      13777 |                           sklearn.externals.array_api_compat.numpy._info
import time:     23144 |      39738 |                         sklearn.externals.array_api_compat.numpy._aliases
import time:     12187 |      12187 |                           sklearn.externals.array_api_compat.common._linalg
import time:      1024 |      13211 |                         sklearn.externals.array_api_compat.numpy.linalg
import time:       938 |        938 |                           sklearn.externals.array_api_compat.common._fft
import time:      1282 |       2219 |                         sklearn.externals.array_api_compat.numpy.fft
import time:     24775 |      79942 |                       sklearn.externals.array_api_compat.numpy
import time:       778 |        778 |                       sklearn.utils._dataframe
import time:       834 |        834 |                               scipy.sparse.linalg._interface
import time:       651 |        651 |                               scipy.sparse.linalg._isolve.utils
import time:       899 |        899 |                                     scipy.linalg._fblas
import time:       153 |        153 |                                     scipy.linalg._cblas
import time:      7525 |       8576 |                                   scipy.linalg.blas
import time:      1178 |       1178 |                                     scipy.linalg._flapack
import time:       127 |        127 |                                     scipy.linalg._clapack
import time:      1430 |       2735 |                                   scipy.linalg.lapack
import time:     15102 |      26412 |                                 scipy.linalg._misc
import time:      1786 |       1786 |                                   scipy.linalg.cython_lapack
import time:      1296 |       3081 |                                 scipy.linalg._cythonized_array_utils
import time:     10154 |      10154 |                                   scipy.linalg._decomp
import time:      3537 |       3537 |                                   scipy.linalg._decomp_svd
import time:       669 |        669 |                                   scipy.linalg._solve_toeplitz
import time:       521 |        521 |                                   scipy.linalg._batched_linalg
import time:     16715 |      31593 |                                 scipy.linalg._basic
import time:      1203 |       1203 |                                   scipy.linalg._decomp_lu_cython
import time:      2555 |       3757 |                                 scipy.linalg._decomp_lu
import time:      1196 |       1196 |                                 scipy.linalg._decomp_ldl
import time:      1577 |       1577 |                                 scipy.linalg._decomp_cholesky
import time:      1581 |       1581 |                                 scipy.linalg._decomp_qr
import time:      2493 |       2493 |                                 scipy.linalg._decomp_qz
import time:      1508 |       1508 |                                 scipy.linalg._decomp_schur
import time:      1028 |       1028 |                                 scipy.linalg._decomp_polar
import time:      1698 |       1698 |                                   scipy.linalg._expm_frechet
import time:       741 |        741 |                                   scipy.linalg._matfuncs_schur_sqrtm
import time:       671 |        671 |                                   scipy.linalg._matfuncs_expm
import time:       527 |        527 |                                   scipy.linalg._linalg_pythran
import time:     13942 |      17578 |                                 scipy.linalg._matfuncs
import time:      1507 |       1507 |                                 scipy.linalg._special_matrices
import time:      1545 |       1545 |                                 scipy.linalg._solvers
import time:      1165 |       1165 |                                 scipy.linalg._procrustes
import time:       643 |        643 |                                   scipy.linalg.cython_blas
import time:      2237 |       2880 |                                 scipy.linalg._decomp_update
import time:      1024 |       1024 |                                 scipy.linalg._sketches
import time:       678 |        678 |                                 scipy.linalg._decomp_cossin
import time:       524 |        524 |                                 scipy.linalg.decomp
import time:       419 |        419 |                                 scipy.linalg.decomp_cholesky
import time:       458 |        458 |                                 scipy.linalg.decomp_lu
import time:       575 |        575 |                                 scipy.linalg.decomp_qr
import time:       483 |        483 |                                 scipy.linalg.decomp_svd
import time:       441 |        441 |                                 scipy.linalg.decomp_schur
import time:       493 |        493 |                                 scipy.linalg.basic
import time:       447 |        447 |                                 scipy.linalg.misc
import time:       485 |        485 |                                 scipy.linalg.special_matrices
import time:       453 |        453 |                                 scipy.linalg.matfuncs
import time:    172837 |     278208 |                               scipy.linalg
import time:     19890 |     299581 |                             scipy.sparse.linalg._isolve.iterative
import time:       716 |        716 |                             scipy.sparse.linalg._isolve.minres
import time:       528 |        528 |                               scipy.sparse.linalg._isolve._gcrotmk
import time:      6801 |       7329 |                             scipy.sparse.linalg._isolve.lgmres
import time:       641 |        641 |                             scipy.sparse.linalg._isolve.lsqr
import time:       707 |        707 |                             scipy.sparse.linalg._isolve.lsmr
import time:       722 |        722 |                             scipy.sparse.linalg._isolve.tfqmr
import time:     62971 |     372664 |                           scipy.sparse.linalg._isolve
import time:       633 |        633 |                               scipy.sparse.linalg._dsolve._superlu
import time:       461 |        461 |                                 scikits
import time:        32 |        493 |                               scikits.umfpack
import time:      5771 |       6896 |                             scipy.sparse.linalg._dsolve.linsolve
import time:      1045 |       1045 |                             scipy.sparse.linalg._dsolve._add_newdocs
import time:      8299 |      16239 |                           scipy.sparse.linalg._dsolve
import time:       752 |        752 |                                 scipy.sparse.linalg._eigen.arpack._arpacklib
import time:     19208 |      19960 |                               scipy.sparse.linalg._eigen.arpack.arpack
